,new_index,Lens ID_Train,index,Abstract_Train,Abstract_trim_2_Train,Lens ID_Test,Abstract_Test,Abstract_trim_2_Test,Dickson,Andy,Bill
54,54hello,160-606-850-771-257,54,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",004-982-241-501-860,"The subject of this article is folksonomies on the Internet. One of the largest folksonomies on the Internet in terms of number of users and tagged websites is the computer program del.icio.us, where more than 100,000 people have tagged the websites that they and others find using their own keywords. How this is done in practice and the patterns to be found are the focus of this article. The empirical basis is the collection of 76,601 different keywords with a total frequency of 178,215 from 500 randomly chosen taggers on del.icio.us. at the end of 2005. The keywords collected were then analyzed quantitatively statistically by uncovering their frequency and percentage distribution and through a statistical correspondence analysis in order to uncover possible patterns in the users' tags. Subsequently, a qualitative textual analysis of the tags was made in order to find out by analysis which tagging strategies are represented in the data material. This led to four conclusions. 1) the distribution of keywords follows classic power law; 2) distinct tagging communities are identifiable; 3) the most frequently used tags are situated on a general-specific axis; and 4) nine distinct tagging strategies are observed. These four conclusions are put into perspective collectively in respect of a number of more general and theoretical considerations concerning folksonomies and the classification systems of the future.","['articl', 'folksonomi', 'internet', 'largest', 'folksonomi', 'internet', 'number', 'tag', 'websit', 'comput', 'program', 'icio', '000', 'peopl', 'tag', 'websit', 'other', 'find', 'use', 'keyword', 'done', 'practic', 'pattern', 'found', 'focu', 'articl', 'empir', 'basi', 'collect', 'keyword', 'total', 'frequenc', 'randomli', 'chosen', 'tagger', 'icio', '2005', 'keyword', 'collect', 'analyz', 'quantit', 'statist', 'uncov', 'frequenc', 'percentag', 'distribut', 'statist', 'correspond', 'analysi', 'order', 'uncov', 'possibl', 'pattern', 'tag', 'subsequ', 'qualit', 'textual', 'analysi', 'tag', 'made', 'order', 'find', 'analysi', 'tag', 'strategi', 'repres', 'data', 'materi', 'conclus', 'distribut', 'keyword', 'follow', 'classic', 'power', 'distinct', 'tag', 'commun', 'identifi', 'frequent', 'use', 'tag', 'situat', 'gener', 'specif', 'nine', 'distinct', 'tag', 'strategi', 'observ', 'conclus', 'perspect', 'collect', 'respect', 'number', 'gener', 'theoret', 'consider', 'concern', 'folksonomi', 'system', 'futur']",,,
55,55hello,160-606-850-771-257,55,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",096-129-764-840-553,"The paper will look into different patterns of facet analysis used in the UDC schedules and how these affect the scheme presentation, the underlying data structure and the management of the classification scheme. From the very beginning, UDC was designed to represent the universe of knowledge as an integral whole allowing for subjects/concepts from all fields of knowledge to be combined, linked and the nature of their relationships made explicit. In Otlet's original design, the emphasis for his new type of classification was on the coordination of classmarks at the point of searching, i.e., post-coordination, which he firmly rooted in an expressive notational system. While some UDC classes exhibit various patterns of facet analytical theory proper, others, although used in an analytico-synthetic fashion, follow less canonical structural patterns. The authors highlight the lack of connection made throughout the various stages of UDC restructuring between: a) theoretical requirements of an overarching facet analytical theory as a founding principle guiding the construction of schedules; and, b) practical requirements for an analytico-synthetic classification in terms of notational presentation and data structure that enables its use in indexing and retrieval, as well as its management online.","['look', 'pattern', 'facet', 'analysi', 'use', 'udc', 'schedul', 'affect', 'scheme', 'underli', 'data', 'structur', 'manag', 'scheme', 'begin', 'udc', 'design', 'repres', 'univers', 'integr', 'whole', 'allow', 'concept', 'combin', 'link', 'natur', 'relationship', 'made', 'explicit', 'otlet', 'origin', 'design', 'emphasi', 'new', 'type', 'coordin', 'classmark', 'search', 'post', 'coordin', 'firmli', 'root', 'express', 'notat', 'system', 'udc', 'class', 'exhibit', 'variou', 'pattern', 'facet', 'analyt', 'theori', 'proper', 'other', 'although', 'use', 'analytico', 'synthet', 'fashion', 'follow', 'less', 'canon', 'structur', 'pattern', 'highlight', 'lack', 'connect', 'made', 'throughout', 'variou', 'stage', 'udc', 'restructur', 'theoret', 'requir', 'overarch', 'facet', 'analyt', 'theori', 'found', 'principl', 'guid', 'construct', 'schedul', 'practic', 'requir', 'analytico', 'synthet', 'notat', 'data', 'structur', 'enabl', 'use', 'retriev', 'manag', 'onlin']",,,
56,56hello,160-606-850-771-257,56,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",063-962-153-078-208,"This study exemplifies an integrated methodological approach to domain analysis. The study analyzes the field of social work. It is aimed at developing a systematic, comprehensive, and scientifically valid knowledge map, and its applicability as an efficient tool to adequately represent knowledge in the field. The map is composed of seven parts: foundation (meta-knowledge), social worker, environment, organization, area of practice, method, and client. The study followed a qualitative four-phase research methodology. The first phase was a phenomenological analysis of the basic characteristics of social work as a social service. The analysis resulted in a seven-facet subject classification. In the second phase the conceptual skeleton was elaborated, and adjusted to the field of social work by a grounded-theory methodology. The data used for grounding the model were 14 social work resources. The model was tested in the third phase by classifying 200 terms randomly selected from the Dictionary of Social Work (Barker, 1999). Finally, in the fourth phase we classified 197 papers published in two leading journals, Social Work and Social Service Review, in three successive years, 1997, 1998, and 1999. This exemplary study has implications for domain analysis. The paper discusses these implications.","['exemplifi', 'integr', 'methodolog', 'domain', 'analysi', 'analyz', 'social', 'aim', 'systemat', 'comprehens', 'scientif', 'valid', 'map', 'applic', 'effici', 'tool', 'adequ', 'repres', 'map', 'compos', 'seven', 'foundat', 'meta', 'social', 'worker', 'environ', 'area', 'practic', 'method', 'client', 'follow', 'qualit', 'phase', 'research', 'methodolog', 'first', 'phase', 'phenomenolog', 'analysi', 'basic', 'characterist', 'social', 'social', 'servic', 'analysi', 'result', 'seven', 'facet', 'second', 'phase', 'conceptu', 'skeleton', 'elabor', 'adjust', 'social', 'ground', 'theori', 'methodolog', 'data', 'use', 'ground', 'model', 'social', 'resourc', 'model', 'test', 'third', 'phase', 'classifi', 'randomli', 'select', 'dictionari', 'social', 'barker', '1999', 'final', 'fourth', 'phase', 'classifi', '197', 'publish', 'lead', 'journal', 'social', 'social', 'servic', 'review', 'success', 'year', '1997', '1998', '1999', 'exemplari', 'implic', 'domain', 'analysi', 'discuss', 'implic']",,,
57,57hello,122-703-378-850-053,57,"Intended is first of all a preliminary review of the implications that the new approaches to the theory of classification, mainly from Cognitive Psychology and Epistemology may have for information work and research. As a secondary topic the scientific relations existing among Information Science, Epistemology, and the Cognitive Sciences are discussed. Classification is seen as a central activity in all daily and scientific activities, and, of course, of knowledge organization in information services. There is a mutual implication between classification and conceptualization, as the former moves in a natural way to the latter and the best result elaborated for classification is the concept. Research in concept theory is a need for a Theory of Classification. In this direction it is of outstanding importance to integrate the achievements of natural concept formation theory (NCFT) as an alternative approach to conceptualization different from the traditional one of logicians and problem solving researchers. In clonclusion both approaches are seen as being complementary: the NCFP approach being closer to the user and the logical one being more suitable for experts, including expert systems","['intend', 'first', 'preliminari', 'review', 'implic', 'new', 'theori', 'mainli', 'cognit', 'psycholog', 'epistemolog', 'research', 'secondari', 'topic', 'scientif', 'relat', 'exist', 'among', 'epistemolog', 'cognit', 'discuss', 'seen', 'central', 'activ', 'daili', 'scientif', 'activ', 'cours', 'servic', 'mutual', 'implic', 'conceptu', 'former', 'move', 'natur', 'latter', 'best', 'result', 'elabor', 'concept', 'research', 'concept', 'theori', 'theori', 'direct', 'outstand', 'import', 'integr', 'achiev', 'natur', 'concept', 'format', 'theori', 'altern', 'conceptu', 'tradit', 'logician', 'problem', 'solv', 'research', 'clonclus', 'seen', 'complementari', 'ncfp', 'closer', 'logic', 'suitabl', 'expert', 'expert', 'system']",085-055-928-143-263,"Sao Paulo State University-UNESP Graduate School of Information Science, Av. Hygino Muzzi Filho, 737","['sao', 'paulo', 'state', 'univers', 'unesp', 'graduat', 'school', 'hygino', 'muzzi', 'filho']",,,
58,58hello,160-606-850-771-257,58,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",025-077-447-234-296,"In 1989, the existence of an online union catalogue, the National Bibliographic Database-PORBASE, raised the urgent need for mechanisms of co-operation in the field of subject authority control. A national co-operative project called CLIP (Compatibilizacao de Linguagens de Indexacao em Portugues) was launched. With CLIP special libraries will assume responsibility for the final content of the authority file with respect to terminology for subject access in different subject areas. Reference is made to the general situation in Portuguese libraries with respect to the availability and application of subject indexing tools, and also to the work being carried out towards standardization and harmonization of procedures in such matters","['1989', 'exist', 'onlin', 'union', 'catalogu', 'nation', 'bibliograph', 'databas', 'porbas', 'rais', 'urgent', 'mechan', 'oper', 'control', 'nation', 'oper', 'project', 'call', 'clip', 'compatibilizacao', 'linguagen', 'indexacao', 'portugu', 'launch', 'clip', 'special', 'assum', 'respons', 'final', 'content', 'file', 'respect', 'terminolog', 'access', 'area', 'refer', 'made', 'gener', 'situat', 'portugues', 'respect', 'avail', 'applic', 'tool', 'carri', 'toward', 'standard', 'harmon', 'procedur', 'matter']",,,
59,59hello,160-606-850-771-257,59,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",072-088-802-348-051,"<p>Interoperability refers to the ability of two or more systems or components to exchange information and to use the information that has been exchanged. This article presents the major viewpoints of interoperability, with the focus on semantic interoperability. It discusses the approaches to achieving interoperability as demonstrated in standards and best practices, projects, and products in the broad domain of knowledge organization.  </p>","['interoper', 'refer', 'abil', 'system', 'compon', 'exchang', 'use', 'exchang', 'articl', 'major', 'viewpoint', 'interoper', 'focu', 'semant', 'interoper', 'discuss', 'achiev', 'interoper', 'demonstr', 'standard', 'best', 'practic', 'project', 'product', 'broad', 'domain']",,,
60,60hello,012-309-807-113-075,60,"Sao Paulo State Univ UNESP, Grad Sch Informat Sci, Ave Hygino Muzzi Filho 737, BR-17525000 Marilia, SP, Brazil","['sao', 'paulo', 'state', 'univ', 'unesp', 'grad', 'informat', 'sci', 'hygino', 'muzzi', 'filho', 'marilia', 'brazil']",038-563-198-984-816,"Creation and development of formal domain ontology of Occupational Therapy (OTO) requires the prescription and formal evaluation of the results through specific criteria. UPON Methontology of development ontologies was followed to create OTO ontology, and was implemented by using Protege-OWL. Accuracy of OTO ontology was assessed using a set of ontology design criteria. This paper describes a software engineering approach to model domain ontology for occupational therapy resources (OTO) using Natural Language Programming (NLP) technology. The rules were written to annotate the domain concepts using Java Annotation Patterns Engine (JAPE) grammar. It is used to support regular expression matching and thus annotate OT concepts by using the GATE developer tool. This speeds up the time-consuming development of the ontology, which is important for experts in the domain who face time constraints and high workloads. The rules provide significant results: the pattern matching of OT concepts based on the lookup list produced 403 correct concepts and the accuracy was generally higher. Using NLP technique is a good approach to reducing the domain expert’s work, and the results can be evaluated. This study contributes to the understanding of ontology development and evaluation methods to address the knowledge gap of using ontology in the decision support system component of occupational therapy.","['creation', 'formal', 'domain', 'ontolog', 'occup', 'therapi', 'requir', 'prescript', 'formal', 'evalu', 'result', 'specif', 'criteria', 'upon', 'methontolog', 'ontolog', 'follow', 'creat', 'ontolog', 'implement', 'use', 'proteg', 'owl', 'accuraci', 'ontolog', 'assess', 'use', 'ontolog', 'design', 'criteria', 'describ', 'softwar', 'engin', 'model', 'domain', 'ontolog', 'occup', 'therapi', 'resourc', 'use', 'natur', 'languag', 'program', 'nlp', 'technolog', 'rule', 'written', 'annot', 'domain', 'concept', 'use', 'java', 'annot', 'pattern', 'engin', 'jape', 'grammar', 'use', 'support', 'regular', 'express', 'match', 'annot', 'concept', 'use', 'gate', 'tool', 'speed', 'time', 'consum', 'ontolog', 'import', 'expert', 'domain', 'face', 'time', 'constraint', 'high', 'workload', 'rule', 'signific', 'result', 'pattern', 'match', 'concept', 'lookup', 'list', 'produc', 'correct', 'concept', 'accuraci', 'gener', 'higher', 'use', 'nlp', 'techniqu', 'reduc', 'domain', 'expert', 'result', 'evalu', 'contribut', 'understand', 'ontolog', 'evalu', 'method', 'address', 'gap', 'use', 'ontolog', 'decis', 'support', 'system', 'compon', 'occup', 'therapi']",,,
61,61hello,159-341-018-942-277,61,The perspectives of reorganization of the Library-Bibliographical Classification (LBC) are described. The possibilities of a transformation of this classification system into a scientifically based «knowledge base» for traditional and electronic catalogues are shown. Difficulties and obstacles in pursuing the completion of LBC reconstruction are expounded,"['perspect', 'reorgan', 'bibliograph', 'lbc', 'describ', 'possibl', 'transform', 'system', 'scientif', 'tradit', 'electron', 'catalogu', 'shown', 'difficulti', 'obstacl', 'pursu', 'complet', 'lbc', 'reconstruct', 'expound']",130-002-174-568-206,"Lexicography is the science that undergirds the preparation of dictionaries as lists of words and phrases whose meanings are defined on the basis of semantic analysis. By contrast, Onomantics reverses this paradigm : it identifies concepts that are related to each other and need to be represented as important tools in the production and organization of knowledge. Terminology bridges these two approaches : it draws heavily on the lexicographic model while moving stolidly toward an onomantic framework - from a semantic focus on the meanings of words to an onomasiological concern with the identification and representation of concepts. The article is the first of a Two Part sequence in which the basic concepts and the rationale of Onomantics are identified. They provide a framework for enhancing the ability of Terminology to contribute to Knowledge Organization. The essential logic of Onomantics as the science of concept representation is explained and its general relationship to Terminology as a growing but mixed field of applications is discussed. (Author)","['lexicographi', 'undergird', 'prepar', 'dictionari', 'list', 'word', 'phrase', 'whose', 'mean', 'defin', 'basi', 'semant', 'analysi', 'contrast', 'onomant', 'revers', 'paradigm', 'identifi', 'concept', 'relat', 'repres', 'import', 'tool', 'product', 'terminolog', 'bridg', 'draw', 'heavili', 'lexicograph', 'model', 'move', 'stolidli', 'toward', 'onomant', 'framework', 'semant', 'focu', 'mean', 'word', 'onomasiolog', 'concern', 'identif', 'represent', 'concept', 'articl', 'first', 'sequenc', 'basic', 'concept', 'rational', 'onomant', 'identifi', 'framework', 'enhanc', 'abil', 'terminolog', 'contribut', 'essenti', 'logic', 'onomant', 'concept', 'represent', 'explain', 'gener', 'relationship', 'terminolog', 'grow', 'mix', 'applic', 'discuss']",,,
62,62hello,185-129-272-793-400,62,"Reports on investigations conducted at the Institute for Scientific, Technical and Economic Information (ISTEI) in Warsaw (Poland) in 1992-1993. These investigations aimed at a comparative analysis of four indexing languages (ILs) developed and/or used in Poland and at the establishment of concordances between them. These were the following ILs: Polish Thematic Classification (PTC) descriptor language based on the Thesaurus of Common Topics (TCT), Universal Decimal Classification (UDC), Subject-Heading Language of the National Library in Warsaw (SHL). When establishing concordances the PTC was chosen as the master language whereas the three other ILs served as target languages","['report', 'investig', 'conduct', 'institut', 'scientif', 'technic', 'econom', 'warsaw', 'poland', '1992', '1993', 'investig', 'aim', 'compar', 'analysi', 'languag', 'use', 'poland', 'establish', 'concord', 'follow', 'polish', 'themat', 'ptc', 'descriptor', 'languag', 'thesauru', 'common', 'topic', 'univers', 'decim', 'udc', 'head', 'languag', 'nation', 'warsaw', 'establish', 'concord', 'ptc', 'chosen', 'master', 'languag', 'wherea', 'serv', 'target', 'languag']",098-828-423-432-071,"The comparison between some lists of ethical values prevalent in various professions related to knowledge organization shows that three of these values (intellectual freedom, professionalism and social responsibility) could be the core of a general knowledge organization ethics and that two other values (intellectual property and right to privacy) could be added to them in the future, as they are already among the fundamental values of library profession.","['comparison', 'list', 'ethic', 'valu', 'preval', 'variou', 'profess', 'relat', 'show', 'valu', 'intellectu', 'freedom', 'profession', 'social', 'respons', 'could', 'core', 'gener', 'ethic', 'valu', 'intellectu', 'properti', 'right', 'privaci', 'could', 'ad', 'futur', 'alreadi', 'among', 'fundament', 'valu', 'profess']",,,
63,63hello,160-606-850-771-257,63,"The pervasiveness of classification in all human activities is described. Classification is characterized as being relative, utilitarian, and artificial. The importance of classification in library settings and academic disciplines is documented. Classification is described as an emerging, independent discipline.","['pervas', 'human', 'activ', 'describ', 'character', 'rel', 'utilitarian', 'artifici', 'import', 'set', 'academ', 'disciplin', 'document', 'describ', 'emerg', 'independ', 'disciplin']",067-137-702-908-40X,"The essence of folksonomies is user-created descriptive metadata as opposed to the traditional sender-determined descriptive metadata in taxonomies and faceted classification. We briefly introduce the beginning and principles of folksonomy and discuss the categorizing concept of folksonomies on the basis of the computer program delicious. The selection of the metadata tagged is not accidental, rather tagging follows a pattern that proves to be the pattern for the classic power law, which, in many complex systems is seen to unfold as an imitation-dynamic that creates an asymmetry, where a few descriptive metadata are often reproduced and the majority seldom reproduced. In del.icio.us, it is the very broadband basic subject headings that are often reproduced and achieve power in the system - which in cognitive psychology is called cognitive basic categories - while the small, more specific subject headings are seldom reproduced. The law of power's underlying imitation-dynamic in del.icio.us is explained from the perspective of different theoretical paradigms, i.e. network, economy and cognition. The theorectical and speculative conclusion is that the law of power and asymmetry is biased by a cognitive economizing through a simplification principle in the users' construction of descriptive metadata. Free tagging in folksonomies is comparable to empirical experiments in free categorization. Users often choose broad basic categories, because that requires the least cognitive effort. The consequences are that folksonomy is not necessarily a better, more realistic and cheaper method of creating metadata than that which can be generated through taxonomies, faceted classification or search algorithms. Folksonomy as a self-organizing system likely cannot create better and cheaper descriptive metadata.","['essenc', 'folksonomi', 'creat', 'descript', 'metadata', 'oppos', 'tradit', 'sender', 'determin', 'descript', 'metadata', 'taxonomi', 'facet', 'briefli', 'introduc', 'begin', 'principl', 'folksonomi', 'discuss', 'categor', 'concept', 'folksonomi', 'basi', 'comput', 'program', 'delici', 'select', 'metadata', 'tag', 'accident', 'rather', 'tag', 'follow', 'pattern', 'prove', 'pattern', 'classic', 'power', 'mani', 'complex', 'system', 'seen', 'unfold', 'imit', 'dynam', 'creat', 'asymmetri', 'descript', 'metadata', 'often', 'reproduc', 'major', 'seldom', 'reproduc', 'icio', 'broadband', 'basic', 'head', 'often', 'reproduc', 'achiev', 'power', 'system', 'cognit', 'psycholog', 'call', 'cognit', 'basic', 'categori', 'small', 'specif', 'head', 'seldom', 'reproduc', 'power', 'underli', 'imit', 'dynam', 'icio', 'explain', 'perspect', 'theoret', 'paradigm', 'network', 'economi', 'cognit', 'theorect', 'specul', 'conclus', 'power', 'asymmetri', 'bias', 'cognit', 'econom', 'simplif', 'principl', 'construct', 'descript', 'metadata', 'free', 'tag', 'folksonomi', 'compar', 'empir', 'experi', 'free', 'categor', 'often', 'choos', 'broad', 'basic', 'categori', 'requir', 'least', 'cognit', 'effort', 'consequ', 'folksonomi', 'necessarili', 'better', 'realist', 'cheaper', 'method', 'creat', 'metadata', 'gener', 'taxonomi', 'facet', 'search', 'algorithm', 'folksonomi', 'self', 'system', 'like', 'cannot', 'creat', 'better', 'cheaper', 'descript', 'metadata']",,,
64,64hello,135-471-224-323-287,64,"Part-of-speech (POS) taggers are used in an increasing number of terminology applications. However, terminologists do not know exactly how they perform on specialized texts since most POS taggers have been trained on general corpora, that is, corpora containing all sorts of undifferentiated texts. In this article, we evaluate the performance of two POS taggers on French and English medical texts. The taggers are TnT (a statistical tagger developed at Saarland University (Brants 2000)) and WinBrill (the Windows version of the tagger initially developed by Eric Brill (1992)). Ten extracts from medical texts were submitted to the taggers and the outputs scanned manually. Results pertain to the accuracy of tagging in terms of correctly and incorrectly tagged words. We also study the handling of unknown words from different viewpoints.","['speech', 'tagger', 'use', 'increas', 'number', 'terminolog', 'applic', 'howev', 'terminologist', 'know', 'exactli', 'perform', 'special', 'text', 'sinc', 'tagger', 'train', 'gener', 'corpora', 'corpora', 'contain', 'sort', 'undifferenti', 'text', 'articl', 'evalu', 'perform', 'tagger', 'french', 'english', 'medic', 'text', 'tagger', 'tnt', 'statist', 'tagger', 'saarland', 'univers', 'brant', '2000', 'winbril', 'window', 'version', 'tagger', 'initi', 'eric', 'brill', '1992', 'extract', 'medic', 'text', 'submit', 'tagger', 'output', 'scan', 'manual', 'result', 'pertain', 'accuraci', 'tag', 'correctli', 'incorrectli', 'tag', 'word', 'handl', 'unknown', 'word', 'viewpoint']",106-561-636-619-444,"The aim of this work is to propose a description of the semantics of psychological verbs, verbs that express feelings, and communication verbs. By identifying sense components, by specifying sense elements which differentiate closely related verbs, and by studying sense variations, we found new criteria permitting the constitution of verbs semantic classes so as to better structure the lexicon and to better organize semantic descriptions. In this paper, we first represent the verb semantics by means of the Lexical Conceptual Structure (LCS), adding if necessary, new primitives and new semantic fields. We then study sense variations with the aim of making semantic description more accurate, comprehensive and flexible","['aim', 'propos', 'descript', 'semant', 'psycholog', 'verb', 'verb', 'express', 'feel', 'commun', 'verb', 'identifi', 'sens', 'compon', 'specifi', 'sens', 'element', 'differenti', 'close', 'relat', 'verb', 'sens', 'variat', 'found', 'new', 'criteria', 'permit', 'constitut', 'verb', 'semant', 'class', 'better', 'structur', 'lexicon', 'better', 'semant', 'descript', 'first', 'repres', 'verb', 'semant', 'mean', 'lexic', 'conceptu', 'structur', 'ad', 'necessari', 'new', 'primit', 'new', 'semant', 'sens', 'variat', 'aim', 'make', 'semant', 'descript', 'accur', 'comprehens', 'flexibl']",,,
65,65hello,159-341-018-942-277,65,The perspectives of reorganization of the Library-Bibliographical Classification (LBC) are described. The possibilities of a transformation of this classification system into a scientifically based «knowledge base» for traditional and electronic catalogues are shown. Difficulties and obstacles in pursuing the completion of LBC reconstruction are expounded,"['perspect', 'reorgan', 'bibliograph', 'lbc', 'describ', 'possibl', 'transform', 'system', 'scientif', 'tradit', 'electron', 'catalogu', 'shown', 'difficulti', 'obstacl', 'pursu', 'complet', 'lbc', 'reconstruct', 'expound']",099-563-150-734-423,"Designing systematic access to Internet resources is a major item on the agenda of researchers and practitioners in the field of information science, and is the focus of this study. A critical analysis of classification schemes used in major portals and Web classified directories exposes inconsistencies in the way they classify Internet resources. The inconsistencies indicate that the developers fail to differentiate the various classificatory models, and are unaware of their different rationales. The study establishes eight classificatory models for resources available to Internet users. Internet resources can be classified by subjects, objects, applications, users, locations, reference sources, media, and languages. The first five models are content-related; namely they characterize the content of the resource. The other three models are format-related; namely they characterize the format of the resource or its technological infrastructure. The study identifies and formulates the eight classificatory models, analyzes their rationales, and discusses alternative ways to combine them in a faceted integrated classification scheme.","['design', 'systemat', 'access', 'internet', 'resourc', 'major', 'item', 'agenda', 'research', 'practition', 'focu', 'critic', 'analysi', 'scheme', 'use', 'major', 'portal', 'web', 'classifi', 'directori', 'expos', 'inconsist', 'classifi', 'internet', 'resourc', 'inconsist', 'indic', 'fail', 'differenti', 'variou', 'classificatori', 'model', 'unawar', 'rational', 'establish', 'eight', 'classificatori', 'model', 'resourc', 'avail', 'internet', 'internet', 'resourc', 'classifi', 'object', 'applic', 'locat', 'refer', 'sourc', 'media', 'languag', 'first', 'five', 'model', 'content', 'relat', 'name', 'character', 'content', 'resourc', 'model', 'format', 'relat', 'name', 'character', 'format', 'resourc', 'technolog', 'infrastructur', 'identifi', 'formul', 'eight', 'classificatori', 'model', 'analyz', 'rational', 'discuss', 'altern', 'combin', 'facet', 'integr', 'scheme']",,,
66,66hello,185-129-272-793-400,66,"Reports on investigations conducted at the Institute for Scientific, Technical and Economic Information (ISTEI) in Warsaw (Poland) in 1992-1993. These investigations aimed at a comparative analysis of four indexing languages (ILs) developed and/or used in Poland and at the establishment of concordances between them. These were the following ILs: Polish Thematic Classification (PTC) descriptor language based on the Thesaurus of Common Topics (TCT), Universal Decimal Classification (UDC), Subject-Heading Language of the National Library in Warsaw (SHL). When establishing concordances the PTC was chosen as the master language whereas the three other ILs served as target languages","['report', 'investig', 'conduct', 'institut', 'scientif', 'technic', 'econom', 'warsaw', 'poland', '1992', '1993', 'investig', 'aim', 'compar', 'analysi', 'languag', 'use', 'poland', 'establish', 'concord', 'follow', 'polish', 'themat', 'ptc', 'descriptor', 'languag', 'thesauru', 'common', 'topic', 'univers', 'decim', 'udc', 'head', 'languag', 'nation', 'warsaw', 'establish', 'concord', 'ptc', 'chosen', 'master', 'languag', 'wherea', 'serv', 'target', 'languag']",012-652-438-359-587,"Considering fields as diverse as the history of science, Internet studies, border studies, and coalition politics, the article gives an historical overview of how the knowledge around queer phe- nomena has been structured, tabulated, and spacialized: the hazards, coercive and productive qualities, as well as queer's para- doxical relationship as both resistant to and reliant on categories, classification, and knowledge structures. In the process, the article also considers the development of Western hierarchical knowledge structures in relation to societal power dynamics, proximity, and space.","['consid', 'divers', 'histori', 'internet', 'border', 'coalit', 'polit', 'articl', 'give', 'histor', 'overview', 'around', 'queer', 'nomena', 'structur', 'tabul', 'spacial', 'hazard', 'coerciv', 'product', 'qualiti', 'queer', 'para', 'doxic', 'relationship', 'resist', 'reliant', 'categori', 'structur', 'process', 'articl', 'consid', 'western', 'hierarch', 'structur', 'relat', 'societ', 'power', 'dynam', 'proxim', 'space']",,,
67,67hello,012-309-807-113-075,67,"Sao Paulo State Univ UNESP, Grad Sch Informat Sci, Ave Hygino Muzzi Filho 737, BR-17525000 Marilia, SP, Brazil","['sao', 'paulo', 'state', 'univ', 'unesp', 'grad', 'informat', 'sci', 'hygino', 'muzzi', 'filho', 'marilia', 'brazil']",188-192-965-023-127,"Work centered design of classification schemes is an emerging area of research which poses particular challenges to domain analysis and scheme construction. A key challenge in work centered design of classification schemes is the evolving semantics of work. This article introduces a work centered approach to the design of classification schemes, based on the framework of cognitive work analysis. We launch collaborative task situations as a new unit of analysis for capturing evolving semantic structures in work domains. An example case from a cognitive work analysis of three national film research archives illustrates the application of the framework for identifying actors' needs for a classification scheme to support collaborative knowledge integration. It is concluded that a main contribution of the new approach is support for empirical analysis and overall design of classification schemes that can serve as material interfaces for actors' negotiations and integration of knowledge perspectives during collaborative work.","['center', 'design', 'scheme', 'emerg', 'area', 'research', 'pose', 'particular', 'challeng', 'domain', 'analysi', 'scheme', 'construct', 'key', 'challeng', 'center', 'design', 'scheme', 'evolv', 'semant', 'articl', 'introduc', 'center', 'design', 'scheme', 'framework', 'cognit', 'analysi', 'launch', 'collabor', 'task', 'situat', 'new', 'unit', 'analysi', 'captur', 'evolv', 'semant', 'structur', 'domain', 'exampl', 'case', 'cognit', 'analysi', 'nation', 'film', 'research', 'archiv', 'illustr', 'applic', 'framework', 'identifi', 'actor', 'scheme', 'support', 'collabor', 'integr', 'conclud', 'main', 'contribut', 'new', 'support', 'empir', 'analysi', 'overal', 'design', 'scheme', 'serv', 'materi', 'interfac', 'actor', 'negoti', 'integr', 'perspect', 'collabor']",,,
