Lens ID,Abstract,cluster
048-970-965-076-466,"Folksonomy, a free-form tagging, is a user-generated classification system of web contents that allows users to tag their favorite web resources with their chosen words or phrases selected from natural language. These tags (also called concepts, categories, facets or entities) can be used to classify web resources and to express users' preferences. Folksonomy-based systems allow users to classify web resources through tagging bookmarks, photos or other web resources and saving them to a public web site like Del.icio.us. Thus information about web resources and online articles can be shared in an easy way. The purpose of this study is to provide an overview of the folksonomy tagging phenomenon (also called social tagging and social bookmarking) and explore some of the reasons why we need controlled vocabularies, discussing the problems associated with folksonomy.",Cluster 7
050-418-334-813-530,"The recent experiences in the building, maintenance and reuse of ontologies has shown that the most efficient approach is the collaborative one. However, communication between collaborators such as IT professionals, librarians, web designers and subject matter experts is difficult and time consuming. This is because there are different reasoning strategies, different logics and different kinds of knowledge representation in the applications of Semantic Web. This article intends to be a reference scheme. It uses concise and simple explanations that can be used in common by specialists of different backgrounds working together in an application of Semantic Web.",Cluster 1
054-305-338-343-34X,"We analyze the scientific discourse of researchers in a specialty field in Astronomy by examining the influence that geographic location may have on the development of this field. Using as a case study the Sloan Digital Sky Survey (SDSS) pro- ject, we analyzed texts from bibliographic records along three geographic axes: US-only publications, non-US publications and international collaboration. Each geographic region reflected authors affiliated to research institutions in that region. Interna- tional collaboration refers to papers published by both US-based and non-US based institutions. Through clustering of domain terms used in titles and abstracts fields of the bibliographic records, we were able to automatically identify the topology of to- pics peculiar to each geographic region and identify the research topics common to the three geographic zones. The results showed that US-only and non-US research in SDSS shared more commonalities with international collaboration than with one another, thus indicating that the former two focused on rather distinct topics.",Cluster 7
056-414-859-740-557,"In ISKO's name, the term ""Knowledge Organization"" (KO) denotes already the object and the activity area significant for the existence of any science. Both areas are outlined and their specific contents shown. Also a survey of its special subfields is given. The science-theoretical foundation of Knowledge Organization as a new scientific discipline is based on the propositional concept of science. Within a universal system of the sciences, KO has been regarded as a subfield of Science of Science. Concludingly it is proposed to find the necessary institution for work in concerted effort of scientists, knowledge organizers and terminologists on the collection, definition, and systematization of concepts of all subject fields, utilizing the Information Coding Classification (ICC) as the necessary categorizing structure.",Cluster 0
056-709-260-660-68X,"This paper surveys classification research literature, discusses various classification theories, and shows that the focus has traditionally been on establishing a scientific foundation for classification research. This paper argues that a shift has taken place, and suggests that contemporary classification research focus on contextual information as the guide for the design and construction of classification schemes.",Cluster 6
056-843-928-028-56X,"In this paper, I point to the importance of an often neglected objectivist strand in Paul Otlet's (1868-1944) thinking: his linguistic objectivism. Linguistic objectivism consists in the view that linguistic atoms uniquely correspond to certain discrete and well-defined elements in the world and further combinations of these linguistic atoms can objectively capture ""the order of the world"". This analysis tempers some of the past claims on the influence of positivism on Otlet.",Cluster 0
057-466-204-899-197,"A thesaurus is a controlled vocabulary designed to allow for effective information retrieval. It consists of different kinds of semantic relationships, with the aim of guiding users to the choice of the most suitable index and search terms for expressing a certain concept. The relational semantics of a thesaurus deal with methods to connect terms with related meanings and are intended to enhance information recall capabilities. In this paper, focused on hierarchical relations, different aspects of the relational semantics of thesauri, and among them the possibility of developing richer structures, are analyzed. Thesauri are viewed as semantic tools providing, for operational purposes, the representation of the meaning of the terms. The paper stresses how theories of semantics, holding different perspectives about the nature of meaning and how it is represented, affect the design of the relational semantics of thesauri. The need for tools capable of representing the complexity of knowledge and of the semantics of terms as it occurs in the literature of their respective subject fields is advocated. It is underlined how this would contribute to improving the retrieval of information. To achieve this goal, even though in a preliminary manner, we explore the possibility of setting against the framework of thesaurus design the notions of language games and hermeneutic horizon.",Cluster 0
063-359-887-330-154,"The Underground Railroad was a network of people who helped fugitive slaves escape to the North and Canada during the U.S. Civil War period, beginning in about 1831.Quilting was used as a form of information representation (Breneman 2001). This simple classification was designed to relate the symbolic transmission of escape routes and locations of sanctuary. Because it was for use in a children's library, symbolic representations were used to anchor the classes. Symbols are based in the African graphic arts, the Adinkra symbols of Ghana (West African wisdom. 2001), and also from actual quilt practice (Threads of Freedom 2001 and Breneman 2001).",Cluster 0
064-607-448-852-803,"The purpose of information visualization (infoviz) is to show information graphically. That purpose is often obscured by infoviz designs that are not well understood in practice. This paper offers an overview of infoviz culled from the literature on applications of information visualization for the digital library: how the clustering works that creates the topics, and how those topics are represented graphically. A taxonomy of infoviz designs in one, two and three dimensions is presented. It is suggested that user evaluations of infoviz designs might be used to enrich infoviz theory and, whether through application of the theory or through application of user remarks, developers might improve infoviz interface comprehensibility. Design recommendations are made in an effort to improve weaknesses and capitalize on strengths of present interfaces in representing knowledge visually.",Cluster 6
066-611-818-335-788,"The use of graphical representations is very common in information technology and engineering. Although these same tools could be applied effectively in other areas, they are not used because they are hardly known or are completely unheard of. This article aims to discuss the results of the experimentation carried out on graphical approaches to knowledge representation during research, analysis and problem-solving in the health care sector. The experimentation was carried out on conceptual mapping and Petri Nets, developed collaboratively online with the aid of the CMapTool and WoPeD graphic applications. Two distinct professional communities have been involved in the research, both pertaining to the Local Health Units in Tuscany. One community is made up of head physicians and health care managers whilst the other is formed by technical staff from the Department of Nutrition and Food Hygiene. It emerged from the experimentation that concept maps are considered more effective in analyzing knowledge domain related to the problem to be faced (description of what it is). On the other hand, Petri Nets are more effective in studying and formalizing its possible solutions (description of what to do to). For the same reason, those involved in the experimentation have proposed the complementary rather than alternative use of the two knowledge representation methods as a support for professional problem-solving.",Cluster 6
067-137-702-908-40X,"The essence of folksonomies is user-created descriptive metadata as opposed to the traditional sender-determined descriptive metadata in taxonomies and faceted classification. We briefly introduce the beginning and principles of folksonomy and discuss the categorizing concept of folksonomies on the basis of the computer program delicious. The selection of the metadata tagged is not accidental, rather tagging follows a pattern that proves to be the pattern for the classic power law, which, in many complex systems is seen to unfold as an imitation-dynamic that creates an asymmetry, where a few descriptive metadata are often reproduced and the majority seldom reproduced. In del.icio.us, it is the very broadband basic subject headings that are often reproduced and achieve power in the system - which in cognitive psychology is called cognitive basic categories - while the small, more specific subject headings are seldom reproduced. The law of power's underlying imitation-dynamic in del.icio.us is explained from the perspective of different theoretical paradigms, i.e. network, economy and cognition. The theorectical and speculative conclusion is that the law of power and asymmetry is biased by a cognitive economizing through a simplification principle in the users' construction of descriptive metadata. Free tagging in folksonomies is comparable to empirical experiments in free categorization. Users often choose broad basic categories, because that requires the least cognitive effort. The consequences are that folksonomy is not necessarily a better, more realistic and cheaper method of creating metadata than that which can be generated through taxonomies, faceted classification or search algorithms. Folksonomy as a self-organizing system likely cannot create better and cheaper descriptive metadata.",Cluster 1
068-347-597-479-448,"I present a detailed philosophical study of three classification systems: Al-Farabi, Al-Ghazali and Ibn Khaldun. The primary aim of this study is to formulate the underlying philosophical basis of each classification and to relate this basis to certain principles contained in the Islamic revelation. I also give analytical treatment of the following questions: the major distinguishing features of each classification and the attitude of each thinker towards the philosophical and religious sciences and how they envisaged the distinction between the two fields.",Cluster 3
070-202-933-076-205,"This is a comparative analysis of the term ontology, used in the computer science domain, with the term thesaurus, used in the information science domain. The aim of the study is to establish the main convergence points of these two knowledge representation instruments and to point out their differences. In order to fulfill this goal an analytical-synthetic method was applied to extract the meaning underlying each of the selected definitions of the instruments. The definitions were obtained from texts well accepted by the research community from both areas. The definitions were applied to a KWIC system in order to rotate the terms that were examined qualitatively and quantitatively. We concluded that thesauri and ontologies operate at the same knowledge level, the epistemological level, in spite of different origins and purposes.",Cluster 0
076-882-748-116-316,"When assigning subject headings or index terms to a document, how many terms or phrases should be used to represent the document? The contribution of an indexing phrase to locating and ordering documents can be compared to the contribution of a full-text query to finding documents. The length and number of phrases needed to equal the contribution of a full-text query is the subject of this paper. The appropriate number of phrases is determined in part by the length of the phrases. We suggest several rules that may be used to determine how many subject headings should be assigned, given index phrase lengths, and provide a general model for this process. A difference between characteristics of indexing hard science and social science literature is suggested.",Cluster 5
077-954-762-700-03X,"ABSTRACT: Classification schemes, thesauri, taxonomies, and other controlled vocabularies play important roles in the or-ganization and retrieval of information in many different environments. While the design and construction of controlled vo-cabularies have been prescribed at the technical level in great detail over the past decades, the methodological level has been somewhat neglected. However, classification research has in recent years focused on developing approaches to the analysis of users, domains, and activities that could produce requirements for the design of controlled vocabularies. Researchers have of-ten argued that the design, construction, and use of controlled vocabularies need to be based on analyses and understandings of the contexts in which these controlled vocabularies function. While one would assume that the growing body of research on human information behavior might help guide the development of controlled vocabularies shed light on these contexts, unfor-tunately, much of the research in this area is descriptive in nature and of little use for systems design. This paper discusses these trends and outlines a holistic approach that demonstrates how the design of controlled vocabularies can be informed by inves-tigations of people’s interactions with information. This approach is based on the Cognitive Work Analysis framework and outlines several dimensions of human-information interactions. Application of this approach will result is a comprehensive un-derstanding of the contexts in which the controlled vocabulary will function and which can be used for the development of for the development of controlled vocabularies.",Cluster 6
078-451-133-512-02X,"The scholarly community is increasingly employing the Web both for publication of scholarly output and for locating and accessing relevant scholarly literature. Organization of this vast body of digital information assumes significance in this context. The sheer volume of digital information to be handled makes traditional indexing and knowledge representation strategies ineffective and impractical. It is, therefore, worth exploring new approaches. An approach being discussed considers the intrinsic semantics of texts of documents. Based on the hypothesis that noun phrases in a text are semantically rich in terms of their ability to represent the subject content of the document, this approach seeks to identify and extract noun phrases instead of single keywords, and use them as descriptors. This paper presents a methodology that has been developed for extracting noun phrases from Portuguese texts. The results of an experiment carried out to test the adequacy of the methodology are also presented.",Cluster 0
082-495-474-227-605,"This study presents a methodology for compiling corpus-based learner's glossaries designed for non-specialist translators and Language for Specific Purposes (LSP) learners. The need for such bilingual microglossaries on subsections of a subject field for LSP teaching and translation purposes is emphasized in the Introduction. The concept""learner's glossary' is delimited among other types of terminological collections such as a specialised dictionary, a thesaurus and a term bank in Section 2 where the information categories in an entry are specified (keyterm plus translation equivalent(s), definition of keyterm and exemplary context, narrower terms with synonyms, definitions and translation equivalents; special phrases based on keyterm collocations with translation equivalents and exemplary contexts). Section 3 describes the principles and working methods of modern terminography as well as the source materials available for the glossary compilation. A hybrid term extraction technique is also described in that section and is used to extract the candidate terms with subsequent manual initial processing of the results. In Section 4 the theoretical grounds and methodology for analysing the conceptual relations in a terminological system are presented including the expert validation of the automatically extracted terms as a first phase in that process. Rationale for applying a lexico-semantic analysis in identifying collocational information on the keyterms is provided in Section 5 which is proposed to involve descriptions of the actantial structure of a keyterm for identifying verbal (T+v) collocations and of the paradigmatic and syntagmatic morpho-syntactic relations applicable to a keyterm. Finally, a model for structuring a learner's glossary entry is proposed in Section 6.",Cluster 0
094-974-208-048-309,"Information Science, which attained the status of a discipline in the 1980s, has been enriched by inputs from a number of disciplines ranging from computer technology to psychology. A predominant characteristic of research in Information Retrieval (IR) in recent years has been the adoption of a 'user-centered' approach to the design of information systems. This shift in the emphasis began primarily after Belkin enunciated his ASK (Anomalous State of Knowledge) hypothesis. Research in the Cognitive Sciences has the potential to contribute substantially to enhancing all Information Retrieval processes. This paper emphasizes the importance of adopting a broad-based approach to cognitive research in IR and suggests that there is a need for exploring the relevance of analytico-synthetic approach and related research in the design of IR systems.",Cluster 5
096-969-589-679-820,"This study is an investigation of whether learners' knowledge is organized around a ""core"" concept within a knowledge domain, which is strongly linked to other secondary concepts, called ""anchored concepts."" In other words, the ""core"" concept and ""anchored"" concept are mutually supportive of one another. These two concepts can be linked with other concepts to produce more extended and robust knowledge structures in memory. This study used a flow map method to identify learner's ""core"" and ""anchored"" concepts derived from the treatment instruction about thermal physics. The results showed that with the assistance of ""core"" concept, profitably mediated by the ""anchored"" concept, learners could recall more extended knowledge, with greater richness and with higher connection than in the absence of this organizing information (Experiment 1). However, the difference between the provision of a group core concept and an individual core concept did not reach any significance level in the recall task two-month later (Experiment 2). When the recall task was carried out six months later, the group ""anchored"" concept showed the essential assistance to the recall of knowledge (Experiment 3). This study has provided potential insights not only about the functional mechanisms of learners' knowledge construction but also for classification research.",Cluster 6
097-759-558-650-313,"This article reports on an empirical investigation into the information needs and information organization practices of small business enterprises in South Africa. The purpose of the investigation was to determine what information should be taken into account when designing systems for organizing information in such businesses, and how these businesses actually organize their electronic documents. The investigation of the systems in use also presented the opportunity to gather business concepts that were used to construct a generic classification scheme for the purpose of information organization in small enterprises. Data were gathered from 24 small businesses located in three different provinces by means of personal interviews with owners/managers, guided by a questionnaire, and through on-site observation of the information organization systems used. The results of the survey show what information is regarded as critically important in small businesses, and give insight into the current situation with regard to information organization in the businesses. Recommendations are made for improving information organization in small businesses.",Cluster 4
098-551-863-329-618,"Ontology editors are software tools that allow the creation and maintenance of ontologies through a graphical user interface. As the semantic web effort grows, a larger community of users for this kind of tool is expected. New users include people not specifically skilled in the use of ontology formalisms. In consequence, the usability of ontology editors can be viewed as a key adoption precondition for semantic web technologies. In this paper, the usability evaluation of several representative ontology editors is described. This evaluation is carried out by combining a heuristic pre-assessment with a subsequent user-testing phase. The target population is comprised of people with no specific ontology-creation skills that have a general knowledge about domain modelling. For this kind of user, current editors are adequate for the creation and maintenance of simple ontologies. Also, there is room for improvement, especially in browsing mechanisms, help systems, and visualization metaphors.",Cluster 5
100-935-111-075-54X,"Knowledge Organization (KO) is about activities such as document description, indexing and classification performed in libraries, databases, archives etc. These activities are done by librarians, archivists, subject specialists as well as by computer algorithms. KO as a field of study is concerned with the nature and quality of such knowledge organizing processes (KOP) as well as the knowledge organizing systems (KOS) used to organize documents, document representations and concepts. There exist different historical and theoretical approaches to and theories about KO, which are related to different views of knowledge, cognition, language, and social organization. Each of these approaches tends to answer the question: ""What is knowledge organization?"" differently. LIS professionals have often concentrated on applying new technology and standards, and may not have seen their work as involving interpretation and analysis of meaning. That is why library classification has been criticized for a lack of substantive intellectual content. Traditional human-based activities are increasingly challenged by computer-based retrieval techniques. It is appropriate to investigate the relative contributions of different approaches; the current challenges make it imperative to reconsider this understanding. This paper offers an understanding of KO based on an explicit theory of knowledge.",Cluster 0
106-258-436-803-499,"The purpose, scope, usage, methodology, cross-mapping and encoding of ontologies is summarized. A snapshot of current research and development includes available tools, ontologies, and query engines, with their applications. Benefits, problems, and costs are discussed, and the feasibility and usefulness of ontologies is weighed with respect to potential and current digital library arenas. The author concludes that ontology application potentially has a huge impact within knowledge management, enterprise integration, e-commerce, and possibly education, Outside of heavily funded domains, feasibility depends on assessment of various evolving factors, including the current tools and systems, level of adoption in the field, time and expertise available, and cost barriers.",Cluster 6
108-951-652-767-38X,"Citation-chasing is proposed as a method of discovering additional terms to enhance subject-search retrieval by broadening and prioritizing the results. Subjects attached to records representing cited works are compared to subjects attached to records representing the original citing sources, and to the subjects yielded by chasing see-also references from the latter group of headings. Original citing sources were yielded via a subject-list search in a library catalog using the subject heading ""Language and languages - Origin."" A subject-search was employed to avoid subjectivity in choosing sources. References from the sources were searched in OCLC where applicable, and the subject headings were retrieved. The subjects were ranked first by number of citations from original sources, then by total citation-frequency. The results were tiered into four groups in a Bradford-like distribution. A similar rank and division was performed on the subjects representing the original citing sources, and those yielded by chasing see-also references. Both in terms of subject frequency and topic type, positive comparisons between citation-chasing and see-also references show a confirmation of different methods of yielding alternative subjects. Exclusive results suggest potential mutual complementary value among these different methods.",Cluster 1
115-406-999-927-24X,"Taxonomies are becoming an increasingly important tool for companies to effectively manage information, particularly in the business consulting environment, where information is considered a main asset and a key product. This paper describes a case study of developing a taxonomy system for a regional business consulting company. The taxonomy, consisting of 12 main categories and approximately 500 terms, was built based on the existing knowledge structure and information needs of consultants in a selected company. This prototype can be conveniently utilised and adapted by other companies in their efforts to develop their own taxonomy system.",Cluster 5
118-692-472-273-242,"At the end of 2005, impending digitization efforts and several developments related to the creation of access and discovery tools for informational and cultural objects resulted in a series of responses that continue to ripple throughout the library, museum and archive communities. These developments have broad implications for all three communities because of the goals shared by each in the creation of description, control and enhanced access to informational and cultural objects. This position paper will consider new implementations of faceted navigation and browsing features in online catalogs. It is also a response to challenges to develop interwoven approaches to the study of information seeking and the design and implementation of search and discovery systems. Urgently needed during this time of experimentation, development and implementation is a framework for system evaluation and critical analysis of needed and missing features that is grounded in traditional principles, borne out by practice. Such a framework could extend feature analysis protocols established during the early years of online catalog development.",Cluster 4
127-482-211-718-005,"Research can benefit by periodical consideration of its status in a long-term perspective. In knowledge organization (KO), a number of basic questions remain to be addressed in the 21st cen- tury. Ten of them are identified and synthetically discussed: (1) Can KO principles be extended to a broader scope, including hypertexts, multimedia, museum objects, and monuments? (2) Can the two basic approaches, ontological and epistemological, be reconciled? (3) Can any ontological foundation of KO be identified? (4) Should disciplines continue to be the structural base of KO? (5) How can viewpoint warrant be respected? (6) How can KO be adapted to local collection needs? (7) How can KO deal with changes in knowledge? (8) How can KO systems represent all the dimensions listed above? (9) How can software and formats be improved to better serve these needs? (10) Who should do KO: information professionals, authors or readers?",Cluster 0
129-518-699-808-841,"Ontology, in its philosophical meaning, is the discipline investigating the structure of reality. Its findings can be relevant to knowledge organization, and models of knowledge can, in turn, offer relevant ontological suggestions. Several philosophers in time have pointed out that reality is structured into a series of integrative levels, like the physical, the biological, the mental, and the cultural, and that each level plays as a base for the emergence of more complex levels. More detailed theories of levels have been developed by Nicolai Hartmann and James K. Feibleman, and these have been considered as a source for structuring principles in bibliographic classification by both the Classification Research Group (CRG) and Ingetraut Dahlberg. CRG's analysis of levels and of their possible application to a new general classification scheme based on phenomena instead of disciplines, as it was formulated by Derek Austin in 1969, is examined in detail. Both benefits and open problems in applying integrative levels to bibliographic classification are pointed out.",Cluster 0
139-415-373-727-671,"The new term Representation of knowledge, applied to the framework of electronic segments of information, with comprehension of new material support for information, and a review and total conceptualisation of the terminology which is being applied, entails a review of all traditional documentary practices. Therefore, a definition of the concept of Representation of knowledge is indispensable. The term representation has been used in western cultural and intellectual tradition to refer to the diverse ways that a subject comprehends an object. Representation is a process which requires the structure of natural language and human memory whereby it is interwoven in a subject and in conscience. However, at the present time, the term Representation of knowledge is applied to the processing of electronic information, combined with the aim of emulating the human mind in such a way that one has endeavoured to transfer, with great difficulty, the complex structurality of the conceptual representation of human knowledge to new digital information technologies. Thus, nowadays, representation of knowledge has taken on diverse meanings and it has focussed, for the moment, on certain structures and conceptual hierarchies which carry and transfer information, and has initially been based on the current representation of knowledge using artificial intelligence. The traditional languages of documentation, also referred to as languages of representation, offer a structured representation of conceptual fields, symbols and terms of natural and notational language, and they are the pillars for the necessary correspondence between the object or text and its representation. These correspondences, connections and symbolisations will be established within the electronic framework by means of different models and of the goal domain, which will give rise to organisations, structures, maps, networks and levels, as new electronic documents are not compact units but segments of information. Thus, the new representation of knowledge refers to data, images, figures and symbolised, treated, processed and structured ideas which replace or refer to documents within the framework of technical processing and the recuperation of electronic information.",Cluster 0
140-916-495-285-235,"This study gives an initial appraisal of research activity in Spain surrounding ""knowledge organization"".",Cluster 6
141-208-622-576-887,"This article proposes a generic classification scheme for the purpose of organizing electronic documents in business enterprises in the SMME sector. Data were gathered from literature on information organization, business information, competitive intelligence and information systems, as well as through an empirical study of information organization practices in a sample of 24 small businesses in three different provinces in South Africa. The concepts gathered from folder systems for documents, email and Internet favourites, augmented by concepts derived from the literature, were analyzed using the technique of facet analysis. Business processes feature prominently in the resultant scheme.",Cluster 0
146-114-322-954-991,"As the literature in both knowledge organization and knowledge management continues to flourish and address issues common to both fields, it becomes more difficult to delineate the boundaries of each discipline. By exploring the relationship between them, as well as the knowledge environment within which a knowledge management system must operate, it is clear that much of the functionality subsumed under the heading of knowledge management requires a strong knowledge organization foundation to support it. By understanding the differences between these two disciplines, as well as the areas of inquiry within knowledge organization that are essential to the successful implementation of knowledge management systems, a wide field of fruitful research directions becomes apparent for both knowledge organization and knowledge management researchers.",Cluster 6
158-139-147-446-223,"Knowledge exchange between individuals working in a firm, across and even within divisions, does not occur automatically (Szulanski 1996). It is not obvious that people exchange ideas, point one another towards useful information or give feedback, even in the absence of any motives for not cooperating in such a manner. However, as a firm’s competitive advantage is closely related to its innovative capacity, which is largely based on how it uses knowledge that is already available, the questions that arise are: how does knowledge flow within a firm? What can be done to stimulate or re-direct knowledge flow within a firm?",Cluster 5
164-643-190-599-559,"Several systems for the classification of fiction have been proposed to date, but experience shows that such classification partially depends on the culture and literary education in specific countries. Slovenian public libraries have traditionally used UDC as the only subject information on belles-lettres. Research has shown that users would prefer richer subject information. Therefore an attempt was made to enhance UDC by adding subject information, that should be helpful to users and librarians. The newly proposed Alternative Model system contains lists of verbal and alpha-numerical denotations for the basic groups of belles-lettres book material (main-genres: lyrics, drama, epics) and all other categorical criteria (language of the original literary work, literature to which the work belongs, genre, sub-genre) and half-categorical (accessibility of the content of literary works, origin within the periods of literary history, the century in which the literary work was written, the rhythm of the language). All these lists are available, but not included in this paper. The idea of the Alternative Model system is to show the possibilities of making the classification of belles-lettres in libraries more helpful, efficient and exact.",Cluster 0
171-003-626-863-17X,"Although researchers have theorized the critical importance of classification in the organization of information, the classification approach seems to have given way to the alphabetical subject approach in retrieval tools widely used in libraries, and research on how users utilize classification or classification-like arrangements in information seeking has been scant. To better understand whether searchers consider classificatory structures a viable alternative to information retrieval, this article reports on a study of how 24 library and information science students used Yahoo! directories, a popular search service resembling classification, in completing an assigned simple task. Several issues emerged from the students' reporting of their search process and a comparison between hierarchical navigation and keyword searching: citation order of facets, precision vs. recall, and other factors influencing searchers' successes and preferences. The latter included search expertise, knowledge of the discipline, and time required to complete the search. Without a definitive conclusion, we suggest a number of directions for further research.",Cluster 0
172-261-380-859-581,"This paper is a review of genre analysis of author abstracts carried out in the area of English for Special Purposes (ESP) since 1990. Given the descriptive character of such analysis, it can be valuable for Information Science (IS), as it provides a picture of the variation in author abstracts, depending on the discipline, culture and language of the author, and the envisaged context. The authors claim that such knowledge can be useful for information professionals who need to revise author abstracts, or use them for other activities in the organization of knowledge, such as subject analysis and control of vocabulary. With this purpose in mind, we summarize various findings of ESP research. We describe how abstracts vary in structure, content and discourse, and how linguists explain such variations. Other factors taken into account are the stylistic and discoursal features of the abstract, lexical choices, and the possible sources of bias. In conclusion, we show how such findings can have practical and theoretical implications for IS.",Cluster 0
173-631-094-662-915,"This paper is a current assessment of the status of metadata creation and mapping between cataloger-defined field names and Dublin Core (DC) metadata elements across three digital image collections. The metadata elements that evince the most frequently inaccurate, inconsistent and incomplete DC metadata application are identified. As well, the most frequently occurring locally added metadata elements and associated pattern development are examined. For this, a randomly collected sample of 659 metadata item records from three digital image collections is analyzed. Implications and issues drawn from the evaluation of the current status of metadata creation and mapping are also discussed in relation to the issue of semantic interoperability of concept representation across digital image collections. The findings of the study suggest that conceptual ambiguities and semantic overlaps inherent among some DC metadata elements hinder semantic interoperability. The DC metadata scheme needs to be refined in order to disambiguate semantic relations of certain DC metadata elements that present semantic overlaps and conceptual ambiguities between element names and their corresponding definitions. The findings of the study also suggest that the development of mediation mechanisms such as concept networks that facilitate the metadata creation and mapping process are critically needed for enhancing metadata quality.",Cluster 7
174-044-959-189-259,"This paper first focuses on the review of the literature of knowledge networks based on a recent analysis. Then we analyze the connotation and extension of the notion of knowledge network put forward by different field researchers, and we bring forward its notion alongside different aspects of information science. Finally, we provide further discussion and analysis about the character of knowledge networks.",Cluster 0
174-766-280-588-960,"We analyze the way in which the North American Industry Classification System (NAICS) handles the categorization of open source software production, foregrounding theoretical and political aspects of knowledge organization. NAICS is the industry classification scheme used by the governments of Canada, Mexico and the United States to carry out their respective economic censuses. NAICS is considered a rational system that uses the underlying economic principle of similar production processes as the basis for its classes. For the Information Sector of the economy, as formulated in NAICS, a key production process is the acquisition and defense of copyright. With open source, copyleft licensing eliminates copyright acquisition and protection as major production processes, suggesting that the open source software industry warrants a separate NAICS category. More importantly, our analysis suggests that NAICS cannot be understood as a taxonomy of objective economic activity but is instead a politically and historically contingent system of data classification.",Cluster 4
176-358-336-937-825,"What theoretical framework can help in building, maintaining and evaluating networked knowledge organization resources? Specifically, what theoretical framework makes sense of the semantic prowess of ontologies and peer-to-peer systems, and by extension aids in their building, maintenance, and evaluation? I posit that a theoretical work that weds both formal and associative (structural and interpretive) aspects of knowledge organization systems provides that framework. Here I lay out the terms and the intellectual constructs that serve as the foundation for investigative work into experientialist classification theory, a theoretical framework of embodied, infrastructural, and reified knowledge organization. I build on the interpretive work of scholars in information studies, cognitive semantics, sociology, and science studies. With the terms and the framework in place, I then outline classification theory's critiques of classificatory structures. In order to address these critiques with an experientialist approach an experientialist semantics is offered as a design commitment for an example: metadata in peer-to-peer network knowledge organization structures.",Cluster 0
179-132-294-510-213,"The design of records classification systems has been subject to various and often inconsistent approaches. Subject matters, record types and forms, structures and functions of the organization: archivists and records managers (whether consciously or unconsciously) have traditionally referred to any of these elements, or to a mix of some or all of them, when developing their classification tools. Only in recent times has the concept of function become central to the theory, method, and practice of records classification. I discuss advantages and limitations of the functional approach applied to records classification by showing how it has been interpreted in the literature of different countries.",Cluster 6
190-805-304-109-100,"The present paper presents a philosophical approach to knowledge organization, proposing the pragmatic doctrine of C.S. Peirce as basic analytical framework for knowledge domains. The theoretical framework discussed is related to the qualitative branch of knowledge organization theory i.e. within scope of Hjorland's domain analytical view (Hjorland and Albrechtsen 1995; Hjorland 2002; Hjorland 2004), and promote a general framework for analyzing domain knowledge and concepts. However, the concept of knowledge organization can be viewed in at least two perspectives, one that defines knowledge organization as an activity performed by a human actor e.g. an information specialist, and secondly a view that has the perspective of the inherent self-organizing structure of a knowledge domain the latter being investigated in the paper.",Cluster 6
001-254-322-670-872,"The article identifies two distinct sections, one within the public library sphere and one in academic libraries, relevant for the development of a unique Swedish classification system (the SAB-system) to be used in public libraries. These are used to analyse the social and discursive influences that led to a rejection of the DDC as the common classification system for the public libraries in Sweden. The author analyses the debate that took place in the 1910s in various publications and identifies theoretical as well as some practical reasons for rejecting the DDC. Reference is also made to the situation in Norway and Denmark at this time and their attempts to influence Sweden to accept the DDC as had been done in these countries. Conclusions are drawn that the reasons for rejection of the DDC not only is to be sought in theoretical or even practical problems regarding the system itself but in the academic library sector which, through the SAB-system, could create a lasting influence on the knowledge organisation in public libraries in order to uphold the national identity of the Swedish library system",Cluster 3
